id,EAP,HPL,MWS
id19235,0.06671055,0.21925338,0.7140361
id13647,0.38048083,0.4508582,0.168661
id08673,0.7409395,0.03713277,0.22192773
id24850,0.0021755735,0.9967163,0.0011080895
id11764,0.9134523,0.00361384,0.08293387
id05197,0.2619699,0.67213666,0.06589346
id23600,0.12260143,0.0069418317,0.8704567
id14699,0.0025746732,0.9970714,0.00035386754
id26801,0.4897435,0.03257495,0.47768152
id25664,0.79186285,0.20111397,0.0070232106
id07809,0.9972154,0.0016454556,0.0011391386
id13081,0.005839522,0.004403411,0.98975706
id11381,0.097209014,0.007114515,0.89567643
id14721,0.3073864,0.32468513,0.36792848
id07800,0.76427037,0.036635697,0.19909395
id13883,0.5344336,0.12675676,0.3388096
id04488,0.28531864,0.18235633,0.532325
id03530,0.7817005,0.020156724,0.1981428
id15823,0.0039834506,0.00013052502,0.995886
id11701,0.078960426,0.078686,0.84235364
id07806,0.0010878177,0.99875057,0.000161577
id19036,0.0011058509,0.99871695,0.00017718344
id20765,0.710084,0.2767748,0.013141216
id26691,0.30364037,0.5533709,0.14298874
id02642,0.018661316,0.0011534231,0.9801853
id06475,0.5550634,0.41316286,0.031773742
id19019,0.5828825,0.2926171,0.12450034
id14616,0.012608527,0.0011023093,0.98628914
id08537,0.9462951,0.05227423,0.0014306422
id19126,0.16103907,0.012201513,0.82675946
id01774,0.012752499,0.0011836439,0.98606384
id08623,0.4983223,0.1787746,0.32290313
id17150,0.0029101798,0.00076883356,0.99632096
id06325,0.016903406,0.119595416,0.86350113
id23161,0.08293247,0.0032019257,0.91386557
id09876,0.28868905,0.017478717,0.6938322
id01551,0.97389233,0.020995207,0.005112446
id12334,0.0008756035,0.9989913,0.00013306468
id03577,0.2706506,0.049852803,0.6794966
id20706,0.99906653,0.0003426361,0.000590814
id23704,0.0023717824,0.99365604,0.0039722268
id10029,0.0018769868,0.9539055,0.044217445
id19600,0.00012323298,0.99983835,3.8330953e-05
id22367,0.009326541,0.9893742,0.001299203
id12262,0.9965507,0.001509311,0.0019399382
id09698,0.122245625,0.82154644,0.05620792
id10919,0.983263,0.008018514,0.008718462
id12508,0.019481018,0.9214648,0.059054177
id16206,0.5587052,0.009746031,0.43154874
id25927,0.020693172,0.007021791,0.97228503
id23189,0.0010491918,0.99881184,0.00013901448
id00406,0.007130726,0.9913761,0.0014931462
id01257,0.3129854,0.58609873,0.100915894
id15147,0.9989103,0.0008444231,0.00024525766
id24692,0.95173895,0.03006757,0.018193455
id02919,0.0033870025,0.99620444,0.0004086023
id00339,0.0070941434,0.97674155,0.016164329
id20981,0.0051675495,0.9939704,0.0008620993
id00658,0.86195904,0.0014106451,0.13663027
id02255,0.09723482,0.028868547,0.8738966
id13282,0.7526185,0.15000898,0.09737255
id13189,0.666399,0.042806763,0.29079425
id07267,0.9988703,0.00056299113,0.00056664593
id05272,0.2618392,0.023967698,0.7141931
id22653,0.3484637,0.5724399,0.079096384
id06894,0.7659211,0.01898355,0.21509534
id21657,0.39220706,0.5365295,0.07126344
id00430,0.03677516,0.47905928,0.48416555
id21655,0.16901043,0.32490775,0.5060818
id04764,0.8289089,0.10268412,0.068406984
id08665,0.22468545,0.031507898,0.7438067
id20985,0.003142604,0.0025229529,0.99433446
id08095,0.101390496,0.87152576,0.02708378
id12015,0.9006866,0.097076714,0.0022366932
id13210,0.12078832,0.4618832,0.4173285
id24937,0.062522836,0.90909,0.028387113
id03675,0.0011259804,0.9985738,0.00030026358
id26951,0.79836357,0.03449493,0.16714154
id06104,0.0046890783,0.00036309034,0.9949478
id20105,0.0023712106,0.99706775,0.0005610199
id20441,0.021922724,0.0019495816,0.9761277
id05660,0.99538213,0.0037555066,0.0008623557
id04078,0.0020481837,0.0070721027,0.99087965
id26101,0.16922659,0.0099517675,0.8208217
id10144,0.001518633,0.99826366,0.00021773866
id15096,0.0017888783,0.0007568634,0.9974542
id11903,0.5767815,0.15835491,0.26486358
id24093,0.0083815865,0.0035927296,0.9880257
id06388,0.5753306,0.13996789,0.2847015
id01203,0.9547366,0.020227557,0.025035888
id18448,0.9850485,0.0015539423,0.013397527
id10382,0.5459152,0.30972955,0.14435525
id25109,0.049499508,0.1481123,0.8023882
id15526,0.021312445,0.0010196602,0.9776679
id09411,0.9714074,0.013675974,0.014916583
id03937,0.025652839,0.0010187516,0.9733285
id09740,0.021028746,0.0012125362,0.97775877
id11584,0.058973834,0.44542685,0.49559936
id06135,0.9900423,0.0039078756,0.006049768
id22666,0.94570965,0.039011154,0.015279217
id03104,0.9986669,0.0005814978,0.0007516391
id21763,0.56317896,0.11813275,0.31868827
id26344,0.004184515,0.0026805324,0.993135
id11819,0.47716895,0.46832344,0.054507606
id20309,0.0025997113,0.9964966,0.0009036598
id12751,0.9794724,0.0045799674,0.015947636
id16205,0.48664233,0.15461864,0.35873908
id07347,0.11598426,0.010194198,0.8738215
id20347,0.0052397884,0.9863918,0.008368405
id05696,0.03338346,0.0022615448,0.964355
id04648,0.57544696,0.29551357,0.12903944
id19654,0.23912138,0.66529804,0.09558059
id03991,0.042064022,0.031988475,0.9259474
id05523,0.19419144,0.17037441,0.63543415
id27445,0.99891543,0.00033690894,0.0007476648
id27516,0.001874963,0.9979664,0.00015867886
id13992,0.0015559928,0.00018912497,0.99825484
id02429,0.0026762672,0.0008275503,0.99649614
id01682,0.0011827195,0.9985781,0.00023922724
id20561,0.99550194,0.0014369575,0.0030611272
id26906,0.9622191,0.0026858826,0.035095003
id01724,0.38200212,0.51319337,0.10480451
id25283,0.18310142,0.20605534,0.61084324
id06926,0.6960915,0.17149451,0.13241398
id13887,0.97603714,0.022204863,0.0017579577
id07530,0.9055585,0.073951274,0.02049014
id13460,0.99008626,0.008855135,0.001058527
id14695,0.00043375514,0.9994481,0.00011815298
id08133,0.4133079,0.042870235,0.5438219
id06364,0.021108504,0.0031212007,0.97577024
id22368,0.0019984138,0.9976521,0.00034944364
id04855,0.017583115,0.9678326,0.014584222
id14016,0.1712726,0.2336936,0.5950338
id25801,0.0011896141,0.99855834,0.000252009
id16241,0.16453809,0.06901388,0.766448
id01120,0.9349329,0.052569766,0.012497273
id00058,0.7992087,0.07601002,0.12478124
id24503,0.6658436,0.0783965,0.2557599
id03213,0.13889784,0.7797034,0.081398785
id06040,0.998281,0.0009151384,0.00080383633
id26219,0.012965497,0.750413,0.23662151
id23723,0.00321541,0.9703621,0.026422458
id17565,0.4992696,0.024075089,0.4766553
id02243,0.5073755,0.30864507,0.18397945
id04802,0.9775898,0.010284218,0.012125984
id07148,0.035228558,0.0033427635,0.96142876
id16071,0.9849668,0.012697208,0.0023359584
id14810,0.4148479,0.03124068,0.55391145
id15386,0.9069844,0.06795022,0.025065338
id14768,0.8807242,0.09192107,0.027354732
id05056,0.9993179,0.0004761333,0.00020600436
id27065,0.19422112,0.024160538,0.78161836
id27245,0.23288636,0.54463935,0.2224743
id25911,0.611507,0.22884098,0.15965205
id10581,0.5017004,0.30918306,0.18911657
id21852,0.9291481,0.04111452,0.029737437
id13922,0.27482376,0.6207725,0.10440375
id21904,0.027532786,0.027135292,0.94533193
id25974,0.001249773,0.00046045164,0.99828976
id03323,0.12403257,0.39784676,0.4781207
id01385,0.89779216,0.057133645,0.045074195
id20469,0.87245715,0.046535593,0.08100731
id04281,0.18129934,0.38733068,0.43136993
id17752,0.9157028,0.07896502,0.005332101
id27768,0.99779874,0.0015246131,0.00067658135
id15545,0.008596602,0.9754917,0.015911674
id27853,0.0012277142,0.00035853108,0.9984137
id10103,0.9285436,0.0006982401,0.0707581
id04374,0.0025315846,0.0040114033,0.993457
id23102,0.35776263,0.56059873,0.08163863
id15727,0.13449156,0.045473475,0.820035
id22643,0.5207785,0.037873883,0.44134766
id26174,0.110782295,0.08236782,0.8068499
id16776,0.0010699043,0.99871635,0.00021377976
id11156,0.9735814,0.017629381,0.008789277
id18288,0.0017843036,0.0001801087,0.9980356
id21487,0.08973239,0.8043307,0.105936885
id06888,0.13010764,0.049390823,0.8205015
id24094,0.5063406,0.19280513,0.30085427
id21383,0.12598355,0.70157456,0.17244186
id10309,0.039499436,0.007599566,0.95290107
id09189,0.21307652,0.13915947,0.647764
id26844,0.31784913,0.005564666,0.6765862
id02103,0.0032347564,0.00070828444,0.9960569
id13699,0.003337462,0.00060905115,0.99605346
id05005,0.0008250216,0.0007925874,0.99838245
id19814,0.97811073,0.015602106,0.006287205
id24703,0.7744665,0.16065599,0.06487751
id04594,0.0013287242,0.00043972227,0.9982316
id13789,0.64919865,0.3230448,0.027756516
id01938,0.0784289,0.91548854,0.0060825213
id24274,0.67798644,0.018938705,0.3030749
id13727,0.9632939,0.031901475,0.0048045893
id19335,0.008661821,0.00095292344,0.9903853
id21064,0.0017732655,0.00050398125,0.9977227
id04044,0.0014286856,0.998326,0.00024529942
id01696,0.4170269,0.19394758,0.3890255
id05601,0.0032711558,0.00044121264,0.9962876
id13591,0.76950216,0.0052074566,0.22529034
id09164,0.014963485,0.9837731,0.0012633806
id16563,0.001745552,0.0017562385,0.9964982
id00380,0.8874094,0.06480808,0.04778253
id04612,0.023883566,0.018658184,0.95745826
id17341,0.20757376,0.024887213,0.767539
id23426,0.00075068383,0.9989236,0.00032571715
id02177,0.98808414,0.0034872675,0.008428631
id24279,0.0076992763,0.0024081278,0.98989254
id07226,0.9761431,0.01938899,0.0044679153
id23305,0.14322625,0.05075164,0.8060221
id00684,0.4004988,0.04998901,0.5495122
id22025,0.001391954,0.0005843653,0.99802375
id26143,0.9917101,0.0055076745,0.0027822745
id12002,0.14810775,0.30121768,0.55067456
id04610,0.5681282,0.42482334,0.0070483712
id27224,0.04841728,0.0007096587,0.9508731
id10716,0.35355282,0.47739455,0.16905262
id14057,0.9496742,0.036176,0.014149766
id14982,0.99842143,0.0014240786,0.00015445781
id00401,0.39017093,0.3330797,0.27674943
id12248,0.986666,0.008859727,0.004474291
id04641,0.8850595,0.03132894,0.08361155
id01658,0.6351539,0.012759669,0.35208642
id03153,0.12986416,0.50925237,0.3608835
id27961,0.9634097,0.017191399,0.019398822
id15984,0.9786082,0.0075022974,0.0138895
id01789,0.8035943,0.12997384,0.06643192
id27264,0.001482937,0.00039083642,0.9981262
id05158,0.006962605,0.048151966,0.94488543
id14265,0.6871501,0.043916438,0.26893345
id20696,0.849479,0.044365216,0.1061558
id01133,0.5046733,0.08500329,0.41032344
id24953,0.77940303,0.19150712,0.029089896
id11298,0.016739486,0.007629308,0.97563124
id20917,0.2147645,0.6310854,0.15415005
id25275,0.0065436945,0.99239784,0.001058501
id00850,0.617017,0.036206547,0.34677652
id23225,0.00056463847,0.9993311,0.00010424491
id15602,0.1965812,0.07974061,0.72367823
id12160,0.057646196,0.11034242,0.83201134
id25388,0.015923271,0.9837939,0.00028283277
id13837,0.045322567,0.95426136,0.00041607342
id06804,0.0012583141,0.0029666382,0.99577504
id19978,0.69278145,0.23517326,0.0720453
id27563,0.0009624801,0.00012116906,0.9989164
id23762,0.03284609,0.9663981,0.0007558457
id22734,0.002692369,0.9960651,0.0012425546
id09094,0.83844185,0.0857609,0.07579729
id27270,0.0016098602,0.9981542,0.00023592544
id05043,0.035559524,0.8071222,0.15731828
id15290,0.07652891,0.90969366,0.01377742
id26333,0.99788636,0.0004390685,0.0016745998
id26111,0.72698075,0.25181606,0.021203246
id23029,0.045226403,0.0033902372,0.9513834
id11837,0.9425273,0.037772212,0.019700501
id03497,0.5013398,0.052749287,0.44591093
id19290,0.36491856,0.5427211,0.09236038
id08008,0.9983053,0.0012933151,0.00040135838
id24949,0.037078667,0.92344004,0.039481312
id25023,0.0060990215,0.0028758803,0.9910251
id02205,0.025085742,0.7983862,0.17652808
id11041,0.99638957,0.00087850937,0.0027319486
id14395,0.0005051037,0.998461,0.0010338881
id01130,0.8147293,0.11135228,0.07391849
id21066,0.14737679,0.28360018,0.569023
id17774,0.98546207,0.013917661,0.0006202672
id24519,0.0032075224,0.0009112623,0.9958812
id08460,0.92578804,0.038669713,0.035542205
id19897,0.0031612888,0.9962708,0.0005679268
id19028,0.9922868,0.00527914,0.0024340954
id01850,0.9798819,0.011503323,0.008614864
id22472,0.0010171358,0.9989015,8.136236e-05
id10709,0.0043786145,0.9915701,0.004051208
id17260,0.30636948,0.19906415,0.4945664
id22262,0.9708701,0.010692585,0.018437296
id00115,0.9546711,0.024468932,0.020860018
id17483,0.040519208,0.012409683,0.9470711
id10763,0.64527375,0.21529835,0.1394279
id18014,0.0025357888,0.99586356,0.0016006662
id20414,0.10932179,0.0142078865,0.8764703
id14244,0.97102576,0.018238567,0.010735633
id24952,0.99897516,0.0005032121,0.0005216084
id08217,0.057185605,0.013017838,0.9297966
id01578,0.00092378305,0.00030902866,0.99876726
id00641,0.9860095,0.011896215,0.0020942232
id24982,0.99872273,0.00081986876,0.00045737962
id11192,0.99486524,0.0035659152,0.0015688988
id13759,0.1379649,0.021170137,0.8408649
id26752,0.977755,0.013571546,0.0086734025
id06820,0.98422766,0.0037716152,0.012000647
id27298,0.26748323,0.69826657,0.034250192
id20735,0.0023479548,0.00032495134,0.9973271
id08390,0.02366178,0.9752045,0.0011337297
id18571,0.34830257,0.0037996627,0.6478978
id05804,0.0007205401,0.999071,0.00020843664
id11867,0.10548407,0.016195497,0.8783204
id10286,0.8736416,0.028993348,0.097365
id22020,0.8898787,0.044526353,0.06559493
id25835,0.006033046,0.0004670387,0.99349993
id06583,0.75692177,0.16046421,0.08261408
id21403,0.0017016586,0.99814177,0.00015658319
id26730,0.9970228,0.0023207297,0.00065650087
id06873,0.9411922,0.05169192,0.0071158553
id03552,0.99483854,0.001972396,0.0031890834
id05607,0.055775814,0.018492028,0.92573214
id26395,0.01995822,0.0032043913,0.9768374
id02844,0.73987967,0.15387873,0.10624153
id19710,0.13285433,0.3938398,0.47330585
id17076,0.73617786,0.16399077,0.099831454
id14070,0.99298465,0.0030878326,0.0039275805
id17106,0.47943285,0.15624467,0.36432254
id24689,0.98273253,0.010608436,0.0066589816
id03718,0.965132,0.019348232,0.015519702
id03957,0.8925479,0.083430745,0.02402138
id18995,0.0013778342,0.99825126,0.0003708396
id11668,0.874429,0.09305749,0.03251351
id15721,0.9380757,0.04610796,0.01581635
id10379,0.0010678134,0.97628534,0.022646781
id15009,0.82527673,0.037445825,0.13727747
id11339,0.6242864,0.34020662,0.03550697
id18532,0.0020140822,0.9974316,0.0005543228
id16469,0.7116982,0.15761314,0.13068868
id22464,0.0012579494,0.99861515,0.00012687306
id06314,0.022345351,0.0013761196,0.97627854
id27085,0.90028423,0.012611183,0.08710463
id14452,0.8296935,0.06546621,0.10484028
id14939,0.6655538,0.16845663,0.16598961
id20094,0.46315604,0.20952871,0.3273152
id23077,0.9290632,0.055718303,0.015218561
id17527,0.98163164,0.0083156,0.0100526875
id14895,0.79912835,0.07529041,0.12558119
id22577,0.014670725,0.0022939856,0.9830353
id16111,0.24018814,0.73797375,0.021838134
id21649,0.0330176,0.33033803,0.63664436
id22954,0.6064227,0.24120328,0.15237401
id12624,0.010012089,0.0012352979,0.98875266
id05737,0.9919898,0.0038462481,0.0041639707
id23937,0.11230027,0.023123866,0.86457586
id06620,0.030663209,0.07987018,0.88946664
id18650,0.012932314,0.018097743,0.96896994
id09656,0.9305292,0.012183487,0.057287302
id10285,0.8437176,0.06566995,0.09061247
id05729,0.06512512,0.0031544187,0.93172044
id00102,0.14437726,0.21977068,0.63585204
id26276,0.030565811,0.026904522,0.9425296
id12620,0.91314465,0.08351117,0.0033441554
id17949,0.438558,0.55310744,0.008334511
id15708,0.014937162,0.9836585,0.0014043825
id18300,0.17058024,0.016532313,0.81288743
id04039,0.6750406,0.08495249,0.24000688
id12158,0.9713624,0.013166837,0.015470726
id23197,0.0026727563,0.9967451,0.00058205833
id25384,0.7098253,0.2237734,0.06640128
id09070,0.04484875,0.025663594,0.9294876
id27734,0.8448392,0.06392265,0.09123813
id27332,0.5660434,0.14052601,0.29343063
id00973,0.93290305,0.011529184,0.0555678
id26625,0.67073333,0.29452658,0.03474012
id24578,0.17669573,0.8154407,0.007863562
id05423,0.077615194,0.90523714,0.017147703
id19124,0.0021091653,0.99745196,0.0004389207
id00946,0.9821072,0.0029187337,0.014974068
id19229,0.5454787,0.2560384,0.19848289
id05311,0.123400494,0.7260584,0.15054113
id03289,0.8186431,0.16276605,0.018590882
id17758,0.0013005328,0.99628204,0.0024174422
id24336,0.00035461856,0.99954873,9.667671e-05
id00603,0.048864484,0.0115123,0.9396232
id26467,0.5842555,0.12321856,0.29252595
id27835,0.10758587,0.0069692307,0.88544494
id06861,0.4614521,0.024407737,0.5141401
id23847,0.0017093987,0.00057314825,0.9977175
id06174,0.5693887,0.42443672,0.0061745583
id10968,0.9876885,0.008882403,0.0034291418
id10881,0.98757535,0.004182233,0.008242491
id03204,0.0018916097,0.9959508,0.0021575994
id21921,0.59538853,0.16400345,0.24060805
id06539,0.8523986,0.072898045,0.07470331
id08880,0.39989665,0.36142802,0.23867533
id14725,0.11957526,0.0030753978,0.8773493
id26107,0.0010486104,0.00018738364,0.99876404
id07874,0.49654076,0.49464437,0.008814847
id23638,0.990135,0.00058363,0.009281307
id13498,0.03258072,0.0049351305,0.9624842
id18940,0.0013611759,0.0005283152,0.99811053
id02120,0.96715856,0.022568664,0.010272791
id26663,0.99169254,0.0030752695,0.0052322554
id20127,0.0021480485,0.00040211872,0.9974498
id27922,0.59751886,0.13250624,0.2699749
id15106,0.78194636,0.12029529,0.0977583
id22158,0.006335636,0.0007224429,0.992942
id17029,0.002913117,0.995539,0.0015478635
id02554,0.71113414,0.056213,0.23265287
id18454,0.034907915,0.8193075,0.1457846
id09016,0.47445542,0.02239155,0.503153
id02307,0.99890196,0.0005851047,0.0005129419
id01650,0.08463342,0.0032113204,0.9121552
id01254,0.0034014762,0.99611974,0.00047877574
id12921,0.010587091,0.0036879259,0.9857249
id05721,0.29170746,0.0017058759,0.70658666
id05798,0.6372915,0.29954836,0.063160144
id04417,0.0025167572,0.00041424428,0.99706906
id19620,0.9651055,0.02556364,0.009330909
id22680,0.0025206928,0.99688303,0.00059631915
id21992,0.42961895,0.17467764,0.39570338
id22823,0.4980481,0.501226,0.00072590273
id12750,0.43302676,0.2476678,0.31930548
id23220,0.026900807,0.21938811,0.7537111
id11851,0.565887,0.29233667,0.14177637
id27438,0.77901524,0.19508937,0.025895381
id00797,0.52118796,0.08328058,0.39553145
id08593,0.7935389,0.0021038663,0.20435722
id01042,0.11579014,0.01940031,0.8648095
id19898,0.9151303,0.06399292,0.020876741
id24615,0.25765908,0.048796784,0.69354415
id18594,0.07440154,0.007925552,0.91767293
id08534,0.008664513,0.0041884184,0.9871471
id03889,0.9707925,0.017412048,0.011795443
id04873,0.9989868,0.0007062682,0.0003069759
id08264,0.99879944,0.0005841041,0.000616474
id10187,0.46683195,0.11560922,0.41755882
id14278,0.024419162,0.01695092,0.9586299
id22528,0.011208171,0.9880933,0.000698559
id07416,0.40512478,0.41731602,0.17755915
id02857,0.6871808,0.094687246,0.21813194
id03875,0.0007287403,0.9991835,8.780077e-05
id24437,0.00043443634,0.99949145,7.414213e-05
id24940,0.011815015,0.9780636,0.010121394
id15070,0.10712514,0.011480906,0.88139397
id14891,0.9557416,0.034829058,0.0094293095
id02110,0.998899,0.00040030063,0.0007007408
id24405,0.7233322,0.045782406,0.23088539
id00373,0.0015266745,0.00030035668,0.998173
id12728,0.9991171,0.00050581025,0.00037712842
id18958,0.98155046,0.00047062102,0.017978888
id17443,0.0005067717,0.99902034,0.0004728259
id03959,0.991812,0.0047385204,0.0034495026
id13218,0.09637077,0.016118644,0.8875106
id01980,0.8575119,0.12573396,0.016754221
id10697,0.99923134,0.00039527917,0.00037338704
id24816,0.7815979,0.15129362,0.06710848
id00088,0.10609092,0.023750436,0.8701587
id13846,0.7490582,0.22769997,0.023241831
id17597,0.94406104,0.04474142,0.011197613
id09947,0.003128977,0.9955953,0.0012757096
id12050,0.5361514,0.4043016,0.05954696
id24060,0.0016531367,0.00039620337,0.99795073
id19942,0.9798269,0.008750656,0.01142237
id06541,0.17254925,0.8159549,0.011495817
id05746,0.9981711,0.0008416392,0.0009872064
id13577,0.015332398,0.71194035,0.27272722
id11877,0.0023810763,0.99753064,8.827185e-05
id19491,0.6342295,0.13653465,0.22923593
id11352,0.074037425,0.011113142,0.91484946
id12791,0.9965648,0.00083859364,0.0025966763
id05282,0.05463534,0.020776847,0.92458785
id26833,0.35237122,0.6217381,0.025890674
id00580,0.023500841,0.0042085075,0.9722907
id01236,0.14496493,0.008911963,0.8461231
id05455,0.11428061,0.6137248,0.2719946
id00069,0.055097505,0.89909494,0.04580751
id01605,0.9542109,0.010342541,0.035446633
id17737,0.9956226,0.0035999117,0.0007775757
id11315,0.008022909,0.004170535,0.9878065
id24044,0.65706795,0.058198534,0.28473347
id18677,0.9664894,0.0018906193,0.03161993
id17678,0.75421864,0.09778171,0.14799964
id21528,0.942268,0.049702972,0.00802905
id21985,0.5309164,0.3462494,0.122834206
id12860,0.47869903,0.35358632,0.16771469
id08793,0.99746835,0.0007246559,0.0018069854
id09245,0.8873657,0.092061296,0.020572994
id12523,0.17675084,0.016567377,0.80668175
id07158,0.109063745,0.74078405,0.15015225
id03473,0.0068754703,0.98568314,0.0074414546
id05999,0.9986172,0.0010904559,0.00029237507
id02469,0.9201839,0.053178772,0.026637292
id16675,0.047704116,0.05385761,0.89843833
id20508,0.001179115,0.00050048454,0.9983204
id12669,0.9971842,0.0023201914,0.00049558847
id22277,0.06883362,0.01598288,0.91518354
id00355,0.011607353,0.07796462,0.910428
id24427,0.025912693,0.96444726,0.009640068
id19241,0.77895844,0.18504588,0.03599572
id26301,0.16783297,0.3239995,0.50816756
id09404,0.2699842,0.69172233,0.038293473
id14347,0.8403306,0.018656341,0.141013
id06898,0.9986979,0.00064969313,0.00065244245
id08750,0.8574007,0.02576861,0.11683069
id13572,0.91134626,0.028905489,0.059748266
id08731,0.0009785934,0.9986727,0.00034873988
id20124,0.76966876,0.0048545194,0.22547676
id14276,0.047152594,0.8595585,0.09328888
id13035,0.9912422,0.0040513356,0.0047065164
id24056,0.013566482,0.0019130601,0.9845205
id21132,0.9944449,0.004480745,0.0010743547
id21465,0.45121753,0.0607757,0.48800677
id27148,0.0020538138,0.9976864,0.0002597583
id14482,0.44799182,0.24716663,0.30484158
id17950,0.7375624,0.21131217,0.051125426
id15233,0.00024303417,0.9996835,7.3454634e-05
id11794,0.031101437,0.003385377,0.96551317
id27227,0.09142147,0.830654,0.07792448
id13093,0.39338475,0.060889967,0.5457253
id12869,0.00026153162,0.99965906,7.941759e-05
id01256,0.7669614,0.16736835,0.06567026
id00934,0.61432004,0.10585038,0.2798296
id00121,0.041815903,0.909753,0.04843105
id11054,0.0063666217,0.9551728,0.038460575
id02573,0.97549915,0.01863044,0.005870436
id13626,0.41463137,0.28516862,0.3002
id25047,0.501649,0.36829296,0.13005802
id04465,0.005294648,0.98972344,0.0049819103
id09344,0.0069237845,0.001215592,0.9918607
id24254,0.0001094831,0.999859,3.1491913e-05
id04266,0.118157834,0.02653357,0.85530853
id19734,0.11130228,0.011161563,0.8775362
id13127,0.9836309,0.009208169,0.0071609374
id27066,0.8103148,0.0134635735,0.17622164
id13629,0.0027350974,0.00059135625,0.9966736
id26484,0.83149886,0.14294063,0.025560517
id02074,0.7083527,0.009423482,0.28222382
id24688,0.9080802,0.034810137,0.057109624
id17455,0.004078356,0.9949427,0.0009788545
id14980,0.99888736,0.0006935014,0.00041912467
id15840,0.9799288,0.014247229,0.0058239973
id20440,0.020383487,0.24488178,0.7347348
id25262,0.9988218,0.0010361198,0.0001421106
id20395,0.0002834495,0.9996049,0.00011166529
id14332,0.0038888368,0.99142504,0.00468608
id07118,0.6654923,0.032732755,0.301775
id26424,0.9990637,0.0006207058,0.00031559533
id21308,0.9565242,0.008539073,0.03493672
id21688,0.0016999461,0.00060673885,0.99769324
id09581,0.13699326,0.8482457,0.01476102
id27297,0.91519904,0.07231553,0.012485479
id20086,0.054924123,0.7088232,0.23625268
id03762,0.0027105766,0.99683607,0.0004533104
id10789,0.83037937,0.023300137,0.14632045
id18058,0.036419697,0.04315614,0.92042416
id01701,0.99330986,0.0053526335,0.0013374968
id17232,0.04511452,0.9505329,0.004352558
id23541,0.2995218,0.010333794,0.6901444
id20699,0.0058368617,0.99280316,0.0013599632
id06657,0.0072244667,0.0881099,0.90466565
id13807,0.039647344,0.012613934,0.9477387
id18344,0.42738563,0.29384977,0.27876464
id09363,0.45633066,0.18179306,0.36187628
id12470,0.0007524223,0.99887747,0.0003700615
id13430,0.9947634,0.0029946333,0.0022419188
id13549,0.014817656,0.00035608443,0.9848262
id24423,0.92791545,0.06676935,0.005315176
id15402,0.7587556,0.009096899,0.23214747
id22070,0.003776865,0.9954521,0.0007710339
id05977,0.95704025,0.042228688,0.00073103927
id18772,0.4140006,0.082748145,0.50325125
id11214,0.088532194,0.9090682,0.0023995258
id01263,0.7824651,0.115332484,0.10220246
id03187,0.44786853,0.39674395,0.15538745
id07817,0.9973515,0.001407851,0.0012406204
id08796,0.023363505,0.96167296,0.014963527
id02347,0.05820629,0.0030540526,0.9387397
id08989,0.031883832,0.0025430063,0.96557313
id24462,0.69276196,0.15019092,0.15704712
id05147,0.022239031,0.0015038995,0.9762571
id26389,0.011073926,0.66331095,0.3256152
id12300,0.14528866,0.03848797,0.8162233
id06273,0.9692365,0.006617048,0.024146471
id27453,0.6115336,0.31052282,0.077943616
id19255,0.66269356,0.08865452,0.24865188
id22593,0.9634734,0.0037156825,0.032810915
id07089,0.9993981,0.00025207497,0.00034976055
id22379,0.0024306334,0.99697125,0.0005980952
id22024,0.9569339,0.032127637,0.0109384125
id25541,0.33026537,0.5386471,0.13108756
id10216,0.060388595,0.9386007,0.001010702
id07493,0.99880946,0.0007726077,0.00041799352
id25552,0.7421019,0.049772218,0.20812583
id21244,0.97279537,0.006027466,0.021177117
id17278,0.06510071,0.9093815,0.025517737
id14850,0.006973923,0.96814895,0.024877166
id21434,0.0006228995,0.00041402172,0.9989631
id22924,0.9489714,0.006170665,0.044857986
id17321,0.4483468,0.14214024,0.409513
id04319,0.8049613,0.07474963,0.12028902
id09823,0.31155995,0.6131495,0.075290576
id03485,0.00035028975,0.99841344,0.0012362137
id12138,0.6760723,0.11506971,0.20885794
id00196,0.13563016,0.26002663,0.6043432
id07822,0.021911455,0.0106863035,0.9674022
id21775,0.027819445,0.049840476,0.92234004
id13407,0.67791593,0.008903246,0.31318074
id12430,0.0005399026,0.99917394,0.0002861656
id23691,0.9975975,0.002109646,0.00029289047
id17641,0.007118511,0.99034727,0.002534178
id09125,0.0016487866,0.99746084,0.0008902904
id18512,0.92853016,0.021379841,0.05009
id01639,0.25252727,0.35668066,0.39079207
id06860,0.014158371,0.0074450267,0.9783966
id25534,0.998018,0.00092165713,0.0010603055
id13546,0.8015926,0.17904875,0.019358696
id10032,0.5490012,0.09708506,0.3539137
id05228,0.0624298,0.0685619,0.86900824
id24992,0.0020734959,0.0011051671,0.9968213
id14168,0.9985241,0.0004284504,0.0010474632
id20747,0.63473135,0.28490776,0.08036093
id16986,0.96419376,0.014831576,0.020974696
id11226,0.80750775,0.08893098,0.10356129
id13998,0.9980902,0.0011607661,0.0007489796
id15169,0.9867867,0.012299312,0.0009138931
id00737,0.8321443,0.018702941,0.1491528
id24476,0.49464855,0.01966654,0.48568496
id03044,0.7048018,0.15658669,0.13861148
id26746,0.16208094,0.8232588,0.014660241
id10776,0.7165143,0.12212216,0.1613636
id06266,0.16782762,0.014801097,0.8173713
id13362,0.9485139,0.05036596,0.001120074
id09335,0.95503443,0.00058670115,0.044378906
id15894,0.18741764,0.7616568,0.050925516
id15866,0.07276206,0.013800396,0.9134376
